Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 1,CN(C(=O)COC(=O)Cc1ccc(cc1)OC(=O)c1ccc(cc1)N=C(N)N)C,C20H22N4O5,398.41,29,12,0.20,10,6,2,105.85,137.31,1.79,1.13,0.98,1.87,1.47,1.45,-2.67,8.55e-01,2.15e-03,Soluble,-3.61,9.84e-02,2.47e-04,Soluble,-4.46,1.38e-02,3.46e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.93,0,0,0,1,0,0.55,0,3,2,3.06
